,municipio,codEstacao,uf,nomeEstacao,latitude,longitude,datahora,valorMedida,semana,hora,data
341007,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 20:10:00,0.0,2,20,2025-01-07
341008,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 21:10:00,0.0,2,21,2025-01-07
341009,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 22:10:00,0.0,2,22,2025-01-07
341010,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 23:10:00,0.0,2,23,2025-01-07
341011,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 00:10:00,0.0,2,0,2025-01-08
341012,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 01:10:00,0.0,2,1,2025-01-08
341013,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 02:10:00,0.0,2,2,2025-01-08
341014,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 03:10:00,0.0,2,3,2025-01-08
341015,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 04:10:00,0.0,2,4,2025-01-08
341016,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 05:10:00,0.0,2,5,2025-01-08
341017,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 06:10:00,0.0,2,6,2025-01-08
341018,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 07:10:00,0.0,2,7,2025-01-08
341019,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 08:10:00,0.0,2,8,2025-01-08
341020,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 09:10:00,0.0,2,9,2025-01-08
341021,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 10:10:00,0.0,2,10,2025-01-08
341022,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 11:10:00,0.0,2,11,2025-01-08
341023,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 12:10:00,0.0,2,12,2025-01-08
341024,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-08 13:10:00,0.0,2,13,2025-01-08
